76.12067,75.84833,75.706436,60.07283,76.76994
70.97473,70.85291,70.8806,70.837234,70.772766
75.1864,75.69812,64.64647,75.96165,69.503494
60.765266,70.677826,71.01098,64.90707,63.101555
63.05596,63.51639,64.05673,63.739277,63.024456
73.084145,73.092155,74.08153,73.63539,72.77648
62.020317,63.26493,52.278236,64.12074,75.39146
70.203255,70.72649,71.26933,71.20131,70.52708
60.086987,59.57594,60.197033,60.22555,58.70719
51.519028,52.118362,52.056274,52.699368,53.16169
70.75879,70.77179,70.45795,59.70139,60.37548
54.22722,52.027435,52.53439,51.90375,51.388138
71.961914,71.585144,78.525314,78.589325,78.45024
55.40529,60.150856,71.52783,57.433697,55.197865
51.218777,55.17383,55.374813,53.468536,52.495567
87.69168,87.550644,87.49324,87.41545,87.49473
80.9939,81.15167,81.34798,81.66463,81.492874
57.769127,59.92312,87.04314,57.791645,57.419666
67.15741,67.12985,67.45,68.27243,67.43649
71.11511,87.39493,87.535965,87.412674,87.19736
80.00727,79.60945,78.59973,77.93292,78.327095
77.06627,68.846085,70.35268,68.51701,67.34452
78.63916,78.75412,78.82308,79.091965,79.27121
55.181168,59.185287,59.057796,56.532845,69.58833
65.70453,66.577194,66.27754,65.19322,64.02949
66.78197,63.36984,64.371216,56.194233,54.265625
86.93754,87.01222,86.98102,78.078156,78.24071
62.780903,61.87762,60.122944,58.993896,73.73654
50.911926,71.75397,70.461945,70.107765,70.77555
64.95829,64.8368,64.0278,52.971855,70.153275
53.102997,53.787334,53.559505,53.390236,53.463467
88.08722,88.08908,88.02759,88.03671,54.363693
78.36788,78.0569,68.222916,53.008633,64.68212
70.346146,53.520126,71.25037,71.171005,69.01834
53.4113,53.42209,88.08314,87.85297,87.98839
51.689407,75.97725,75.873024,76.01828,71.8322
77.44177,77.34622,54.01882,77.844635,77.616325
75.66914,60.521793,59.6747,59.3882,53.478027
83.53741,83.36371,52.49318,51.99717,83.16992
62.856606,52.34237,60.539074,62.282547,61.44984
